Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Cover_Type
2716,122,12,210,20,1765,241,230,117,1201,2
3233,91,19,90,-3,2341,246,206,81,1734,1
2967,340,15,108,27,1945,188,217,168,659,2
2928,303,11,295,56,1124,189,235,186,1878,2
2950,166,19,182,43,1383,232,243,133,805,2
3139,206,17,85,16,3666,207,253,177,4888,1
2557,87,9,437,31,875,234,225,123,3718,2
3016,155,12,0,0,750,234,241,137,1431,2
2808,44,13,382,-1,1809,222,211,121,2415,1
2743,63,6,395,26,516,226,227,135,2694,2
2948,23,15,42,0,362,210,206,129,1442,2
2595,261,10,124,56,1252,197,245,187,541,3
3119,308,18,270,59,3403,167,225,198,2101,1
3447,150,28,228,12,2592,242,226,92,1050,7
3226,310,8,339,38,309,197,234,177,1201,1
3084,300,18,124,39,300,166,229,202,1889,1
2408,41,19,120,24,663,219,196,105,1332,3
2710,48,12,192,59,300,224,214,122,658,2
2934,42,18,108,33,2402,220,199,108,1812,1
2430,85,16,190,72,671,242,210,94,1445,6
3276,347,15,361,104,1319,190,214,162,2476,1
2444,333,23,255,83,659,161,204,178,1324,6
3144,67,13,242,-35,1978,233,213,110,1637,1
2966,28,16,240,21,1906,212,203,123,3222,1
3175,229,5,150,8,3204,213,244,169,1295,2
3083,297,15,30,7,3717,178,234,196,1100,1
3152,187,11,162,3,6250,221,248,159,1053,1
2603,114,6,30,-5,2139,232,233,135,1215,1
3258,133,11,124,-1,3036,237,235,127,655,1
2964,106,12,376,-52,644,240,226,114,1907,2
3112,323,7,335,-8,2309,202,233,170,2431,2
3410,355,10,513,71,1507,203,222,157,1385,7
2955,281,17,60,15,1974,171,239,207,616,2
3265,315,7,228,22,4833,202,235,172,926,2
3164,3,5,42,-2,3706,213,230,155,1513,1
2880,13,22,360,-6,1714,194,191,127,2460,2
3240,287,15,666,37,1498,176,238,202,1381,1
3292,166,23,108,32,2461,232,241,127,3621,1
2929,155,7,175,17,4712,228,241,146,2576,2
3088,74,4,90,-3,3958,225,231,142,1194,1
2995,61,24,90,-2,5190,231,183,72,2197,1
3053,33,17,700,-6,1276,214,200,117,2006,1
2752,232,16,90,16,854,192,253,195,510,2
2760,108,3,67,1,947,225,236,146,2312,2
3283,141,6,361,40,5386,230,238,142,972,2
3206,135,3,85,-4,4829,224,238,150,1756,1
3266,52,11,450,87,4170,226,216,123,2829,1
2755,148,8,30,-4,2394,231,240,141,3986,2
3172,65,10,285,59,3692,230,220,123,3254,1
3122,253,13,85,20,1440,191,248,195,876,1
2798,96,7,382,42,2162,232,229,129,1865,2
3039,211,24,300,137,1959,193,254,186,2063,2
3069,31,1,170,2,3325,218,235,154,1358,2
3223,197,22,150,34,3161,208,252,168,794,1
3017,256,6,277,11,4222,206,244,176,865,2
2871,90,7,0,0,4179,231,229,130,3181,2
3261,84,10,120,-17,4223,234,224,121,2160,1
2943,157,9,331,25,2614,230,242,143,2522,2
3315,168,16,430,115,3007,231,245,140,618,1
3064,180,4,60,-15,6825,221,242,156,2898,2
3090,32,14,283,4,3851,216,210,126,3719,1
3296,76,19,42,17,1622,240,202,85,1869,1
3089,31,15,124,24,5243,215,207,125,2758,1
3128,66,3,0,0,2565,222,233,147,1187,1
2732,161,9,0,0,2698,229,242,145,2024,2
2784,112,8,350,27,3003,234,232,130,2474,2
3314,332,17,255,32,1252,177,215,176,785,1
2902,134,19,108,37,765,246,228,103,1841,2
3130,79,8,300,87,5253,231,226,128,618,1
3212,202,10,175,29,2358,216,249,168,721,1
2924,146,20,335,86,800,243,232,108,2067,2
3231,113,12,190,2,2614,240,228,116,1052,1
3163,151,10,124,21,3387,233,240,138,600,2
2391,294,20,277,13,1110,160,231,209,134,6
3119,339,7,390,40,430,206,231,163,1515,2
2885,126,17,212,73,234,246,226,103,1150,1
3044,38,22,576,131,4457,214,185,96,4147,1
3114,195,11,350,23,2142,218,249,164,840,2
3246,81,14,738,98,677,238,215,106,1935,2
2439,170,27,30,15,1015,228,240,127,757,3
2326,245,24,60,24,1130,163,250,218,180,3
3076,249,12,67,11,5511,194,249,193,2451,2
3097,245,5,366,52,1772,210,244,172,671,2
3004,281,10,150,33,2442,194,241,187,953,2
3101,279,5,60,-2,1020,207,240,172,2630,1
3067,210,17,497,79,5831,205,254,180,1774,1
3083,349,6,95,8,1864,209,230,159,1138,1
3192,39,12,424,29,1341,220,213,126,1276,1
3228,53,5,242,29,361,223,229,142,1288,1
3199,30,15,124,12,5588,214,206,124,1406,2
2744,339,16,67,23,1620,184,215,169,2387,2
2959,12,18,745,82,765,200,202,135,1209,1
3258,357,18,361,130,3810,188,203,150,3570,7
2981,16,13,366,7,2230,208,213,140,2952,2
2981,330,15,108,25,4265,183,220,176,362,1
3011,74,20,192,50,5247,239,198,81,626,2
2933,264,11,0,0,1019,192,245,192,2283,2
2400,99,11,30,6,819,239,224,114,1120,3
2772,283,15,190,56,2513,177,239,202,67,2
3184,199,11,258,93,3697,216,250,167,658,2
3205,43,8,421,30,4011,222,223,136,3036,1
3166,192,21,256,43,2664,213,251,162,3247,2
3373,315,8,216,19,1549,199,234,174,870,7
2727,85,9,270,16,2052,233,225,124,2594,6
2882,353,18,365,84,3360,187,206,155,560,2
2724,90,4,162,13,1708,226,233,141,4273,2
2929,140,12,212,-9,5831,238,236,127,3490,2
2668,233,21,0,0,2683,182,253,204,1048,2
2926,193,28,150,39,1851,204,248,160,2227,2
3075,57,16,182,-12,1702,229,203,102,3145,1
3282,352,16,150,29,1358,191,211,157,1834,1
2727,73,16,540,127,1437,237,208,97,2568,2
2330,331,20,42,10,95,169,211,179,192,3
2830,49,4,42,2,937,222,230,144,2455,2
3099,263,10,467,90,2695,196,245,188,1866,2
2939,291,18,469,141,1710,166,234,207,1142,2
2936,64,16,134,27,4636,233,206,100,4538,1
3213,0,5,534,76,2322,213,231,156,531,1
2798,174,12,124,12,1926,227,246,150,2245,2
3032,339,14,95,23,4710,189,219,169,518,1
3022,148,16,503,1,1072,239,237,122,1406,2
3350,202,4,247,24,947,218,244,162,1952,7
2379,145,15,30,9,509,240,236,122,859,3
3314,156,20,570,100,1182,238,238,120,2430,2
2495,8,8,335,17,698,211,223,150,3694,5
2902,33,20,42,17,1528,212,192,109,1124,2
3182,115,13,612,10,4328,242,227,113,1902,1
3093,90,20,365,-2,914,246,204,78,875,1
3079,151,6,30,-5,4753,228,240,146,1350,1
3335,185,15,120,19,3720,221,249,157,1889,7
2867,78,13,182,106,1805,237,215,106,1550,2
3176,28,14,180,48,1702,214,210,129,2012,2
3306,66,12,0,0,2858,232,215,114,2435,1
3007,62,10,95,18,2860,229,218,121,743,1
2642,152,21,390,112,1621,241,235,113,2241,3
2547,108,10,108,17,1477,238,228,120,4588,2
2699,61,9,162,15,255,227,222,128,1022,5
2610,249,12,324,135,1381,194,249,193,1431,2
2999,345,13,361,41,558,194,219,163,1548,2
2803,90,23,30,13,706,248,196,64,1041,2
3221,359,20,454,30,3578,187,200,147,3077,1
3015,90,13,365,76,268,239,219,109,1948,2
3281,153,16,532,58,2890,238,239,125,3393,2
2870,153,17,242,87,934,238,239,125,3000,5
2981,39,3,582,102,1395,220,232,149,2309,2
3266,72,9,283,-31,1804,231,223,125,1146,7
3344,162,14,417,52,3048,233,243,137,1233,1
3171,280,18,212,2,3532,168,239,209,1471,1
2985,8,2,342,44,1831,217,235,155,994,2
3082,48,6,170,7,3227,222,227,140,999,2
3181,43,8,319,-37,2724,222,222,136,1910,1
2991,277,20,192,71,2904,163,240,215,2084,2
2538,67,6,335,12,649,227,228,135,3542,2
2901,61,9,0,0,3426,227,222,128,1664,2
3065,62,6,60,7,1008,225,228,138,1613,2
3131,239,8,108,1,360,205,247,180,2731,1
2979,162,4,30,0,1943,223,240,152,3877,1
2882,113,14,67,8,4247,243,226,109,3243,1
2962,228,17,228,36,5398,193,253,194,3180,1
2581,101,15,127,42,170,244,218,99,1589,2
2652,82,10,295,24,331,234,222,119,1731,2
2959,141,13,335,63,5351,239,236,125,4487,2
2540,340,19,234,86,642,177,210,169,424,6
2634,112,8,90,-20,1140,234,232,130,721,2
3289,5,14,150,8,1131,201,212,147,2431,1
3142,219,9,60,5,1772,210,249,175,2086,1
2977,284,14,60,14,90,180,239,199,990,1
2465,332,17,395,107,815,177,215,176,1195,6
2811,47,16,201,34,1613,224,202,108,2596,2
2567,77,13,485,41,942,236,216,110,3773,2
3251,162,9,85,4,3284,229,243,145,1517,1
2793,165,15,153,38,1233,232,244,138,1761,2
3256,281,11,120,16,4715,189,241,192,983,2
2712,184,14,0,0,1396,223,249,156,2215,2
2988,63,10,210,39,6173,229,220,123,3717,1
3025,105,11,30,2,180,238,227,118,1149,2
2658,346,27,60,23,1357,158,186,159,2592,2
2608,40,17,67,8,2195,219,199,110,1183,2
2944,239,22,120,33,5644,174,252,210,1045,2
3222,159,12,256,8,825,233,242,138,2438,2
2922,70,11,666,124,3216,232,218,117,659,2
2993,347,13,295,81,4343,196,219,162,2177,2
2874,81,21,134,79,150,243,198,76,1033,1
2836,83,22,108,38,120,244,195,69,693,1
3184,172,14,433,86,361,228,246,146,4790,2
2744,317,15,30,9,2371,179,225,186,488,2
2703,126,8,335,36,1154,234,235,132,2908,2
2783,62,9,150,16,2285,228,221,126,1233,2
2892,183,13,277,72,1624,223,248,156,2052,2
2933,46,18,0,0,418,223,197,103,1500,2
3226,108,3,566,42,721,225,236,146,1779,2
3041,75,11,0,0,1146,234,219,116,1099,1
3067,139,11,150,32,706,236,237,130,365,2
3112,68,16,218,29,870,235,205,97,1091,1
3144,7,8,60,3,2401,211,225,151,2724,1
3359,33,8,60,4,1506,219,223,140,3464,1
2978,353,8,592,118,1357,206,226,158,2324,2
2809,145,8,541,37,2032,231,239,140,1896,5
3246,349,15,190,64,2713,192,214,160,2602,1
2917,28,17,499,68,2631,210,200,120,1982,2
2852,353,20,192,70,2002,181,200,154,2780,2
3059,111,23,182,44,750,252,208,70,1231,2
3407,150,5,216,68,1739,227,240,147,1048,7
3104,79,10,301,33,1756,233,223,121,1590,1
3112,107,13,277,-27,1153,242,223,108,1034,2
2806,90,12,319,33,2222,239,220,110,2567,2
3164,253,20,150,50,417,171,249,213,2292,2
3043,331,7,256,75,2952,203,231,167,362,2
3147,189,12,430,64,201,220,249,160,1922,2
2900,0,0,306,104,1213,218,238,156,2777,2
2477,50,15,180,52,1541,226,207,112,400,3
2916,342,2,162,3,4786,214,235,159,3973,1
3199,42,11,42,-2,2730,222,215,127,1693,1
3317,190,11,612,90,4039,220,249,161,2137,1
2914,354,10,85,10,3119,204,223,157,2163,1
2926,103,22,30,12,4508,250,206,72,1347,2
3047,111,18,42,3,6782,247,218,93,3074,2
2581,81,8,450,19,1200,231,226,128,4056,2
2945,94,7,30,5,1883,231,230,132,488,2
3422,225,15,162,5,2015,198,253,189,3499,1
3093,323,10,42,6,2095,195,230,174,1900,1
2841,32,10,300,20,2737,218,218,134,3774,2
3153,243,10,390,72,5811,201,248,185,2501,2
2842,324,17,67,17,2546,175,220,184,2232,2
3233,198,8,391,50,2563,218,247,164,904,1
3119,351,6,630,-55,4152,210,230,159,4284,1
2683,286,18,150,38,1698,169,237,207,577,2
2942,354,14,150,23,2773,196,214,156,1231,1
3060,168,14,335,26,6580,230,245,143,3171,2
3005,342,4,42,0,4458,212,234,160,638,2
3048,82,7,0,0,3833,230,228,130,426,1
3398,69,12,120,-10,3911,233,216,113,2801,7
3215,99,6,60,-4,2791,231,231,134,782,1
2818,50,13,268,63,1230,225,212,119,888,2
2883,31,12,624,70,2110,216,213,130,1177,2
3034,64,7,495,30,5592,227,226,133,4027,1
2528,347,5,0,0,1224,210,231,160,1410,3
3137,191,11,408,43,2256,220,249,162,960,2
3031,58,15,150,-9,4341,229,207,106,2530,2
2653,124,3,0,0,30,225,237,146,932,2
2533,159,25,108,-10,1142,237,236,114,1465,3
3149,155,16,180,32,513,237,240,128,1661,2
2854,43,11,120,-10,1855,222,215,126,1928,2
3244,343,7,742,53,3705,205,229,162,2490,1
3002,357,15,30,8,2433,194,211,153,1040,1
2981,127,5,272,8,2614,228,237,143,2024,2
2966,139,13,85,8,3967,239,236,124,1205,2
2881,245,4,201,37,2780,212,243,169,2315,2
3055,110,17,108,13,3059,246,220,97,2681,1
3208,23,8,42,-3,2896,216,223,144,2764,1
2701,340,21,319,71,2045,172,205,170,2349,6
2823,84,13,201,40,1655,238,217,107,2106,2
2934,144,8,395,32,2651,232,239,138,2380,2
3018,115,14,67,15,2550,243,226,109,2089,2
3071,232,9,642,-55,2385,206,248,179,1414,2
3179,53,9,120,-7,2516,226,221,129,1332,1
2927,117,1,95,1,1207,220,237,153,1616,2
3007,45,1,365,22,1862,219,235,153,1301,2
2976,90,10,30,3,4905,235,224,120,1209,2
2949,72,12,201,63,5898,233,217,114,4589,2
2825,81,8,240,-1,2681,231,226,128,2501,2
3041,102,24,180,33,4821,251,201,65,2871,2
3037,108,4,390,-2,3211,226,235,144,1031,2
2750,60,14,324,-17,1746,230,210,109,2298,2
3051,257,4,30,4,2875,209,242,171,780,1
2739,353,17,67,13,2820,188,207,155,511,2
3319,39,16,153,37,1939,219,202,113,2644,1
3135,351,23,277,34,3923,172,194,155,859,1
3317,10,8,390,-14,1463,211,224,149,1939,1
3211,127,12,324,48,5084,240,232,121,1604,1
2522,170,29,309,136,323,226,237,121,990,3
2920,75,9,242,47,3466,232,223,123,2960,2
3139,23,7,552,13,3588,216,225,145,3684,1
3265,76,12,0,0,6234,235,217,111,247,1
2979,95,13,127,26,805,240,221,110,2016,2
2430,328,23,42,12,752,157,206,184,1355,2
2882,218,9,285,29,3092,211,249,174,2529,2
2768,79,5,240,1,2084,226,231,139,1153,2
2919,110,8,170,46,716,234,231,129,1813,2
2596,191,15,0,0,3020,218,251,162,1253,6
2947,36,2,30,0,1816,219,234,152,2419,2
3047,180,14,400,52,5708,225,248,153,1797,1
2392,35,13,0,0,497,218,211,126,1350,4
3064,90,10,0,0,767,236,224,118,1739,1
3015,86,8,192,7,2213,232,227,129,1012,1
3216,47,23,218,61,4101,221,183,84,3362,1
2552,95,9,182,31,85,234,227,124,730,2
3083,345,11,30,6,1410,199,223,163,2525,1
3163,27,13,636,146,1749,214,212,132,2548,1
3071,358,11,67,5,2364,203,220,155,2244,1
3019,275,8,150,32,2595,198,242,184,957,2
3047,146,3,564,80,4507,224,239,150,1495,2
3162,66,6,484,69,3186,226,228,137,3247,1
2971,3,14,60,11,992,200,213,149,42,2
3201,296,21,175,10,4091,156,228,210,1765,1
3185,22,13,283,70,5218,212,212,135,2642,2
3060,51,20,0,0,1383,225,193,94,947,1
2890,101,6,242,0,1868,230,232,135,1392,5
2905,133,11,108,15,830,237,235,127,2767,1
3168,75,5,454,60,5577,227,230,137,1177,2
3250,99,10,782,134,2250,237,226,119,2505,1
3223,176,4,42,1,3474,221,241,156,4080,1
3094,120,8,162,19,4517,234,234,132,3122,1
3117,349,2,256,36,1173,215,235,158,2774,2
2991,53,21,190,42,5177,226,190,87,2571,1
3031,64,22,420,6,2300,234,189,77,1855,1
2785,310,13,175,14,1595,185,231,186,1500,1
2824,161,9,90,5,2761,230,242,144,4106,2
3237,255,15,295,39,3086,186,248,200,1087,1
3162,101,6,256,34,5111,230,232,135,2580,2
3066,87,9,607,35,1624,233,226,125,2467,2
3061,71,23,234,13,2571,238,188,69,2813,2
2593,22,23,362,113,1080,199,184,113,1706,2
2942,36,14,228,48,4606,218,208,123,1825,2
3009,318,6,42,2,2761,204,235,169,2176,1
3056,338,11,192,-12,2107,195,224,168,2045,2
2613,100,20,30,-12,1061,248,209,80,864,2
2886,131,20,85,29,792,248,224,95,1861,2
3149,312,14,636,96,247,182,229,187,1897,2
3136,325,11,408,20,3408,191,227,176,4508,1
3136,45,8,212,77,1290,222,223,136,418,1
3249,341,11,170,50,247,197,224,165,1437,1
3185,67,8,306,10,4202,228,224,129,2975,1
3272,70,5,212,1,981,225,230,140,2366,1
3173,330,17,350,70,3231,178,218,178,2529,1
2766,63,8,457,-6,1832,227,224,131,2167,2
2573,225,24,170,61,957,180,254,202,1560,3
3381,175,10,808,52,1082,226,246,151,4286,2
2849,133,25,127,52,4487,250,219,82,339,2
3071,99,10,560,60,1560,236,227,121,2423,2
3055,319,22,256,56,2550,156,213,194,2297,1
3207,330,13,591,63,6097,189,224,174,1230,1
3028,189,12,85,-18,2385,220,249,160,1060,2
2935,332,9,212,15,5045,198,228,170,2026,2
2632,207,28,180,-55,485,190,252,182,824,2
3110,30,4,0,0,5393,218,231,149,3201,2
3455,253,11,391,2,1682,196,247,189,3671,1
3140,63,22,335,23,4815,233,190,79,2646,1
3170,90,9,424,8,4224,234,226,123,942,2
2311,22,20,258,114,1682,204,194,121,942,3
3200,157,9,390,60,805,230,242,143,2470,1
3270,329,12,124,29,1452,191,225,174,618,1
3235,94,15,30,-6,4377,243,216,99,2081,1
3074,47,8,60,11,4862,223,223,135,2271,1
3014,209,12,124,3,5755,210,251,175,2415,1
3066,49,4,108,0,1868,222,230,144,1226,1
2554,188,11,446,58,774,221,248,160,1233,3
2787,32,22,277,0,2946,209,186,104,2356,1
3270,157,10,306,36,1384,232,242,140,2851,1
2796,256,19,67,17,2210,173,248,211,900,2
2474,10,11,90,7,1388,209,219,147,810,6
3231,290,21,30,10,3998,158,232,213,1318,7
3172,350,16,127,8,4132,189,211,159,1144,1
2878,78,23,30,2,182,242,191,67,1182,1
3388,52,3,594,40,1770,221,233,149,2435,7
3052,101,20,42,11,1138,248,210,81,1471,1
2949,222,14,730,113,2681,202,252,184,1632,2
2538,211,20,150,45,914,199,254,184,778,3
3018,346,9,297,14,6434,203,226,161,2984,2
2909,41,11,67,3,607,222,216,129,2029,1
3047,117,1,582,27,4536,220,237,153,1396,2
3104,239,14,319,67,3169,194,251,194,570,2
2667,39,7,30,-5,1256,221,225,140,1760,5
3263,36,6,228,56,2040,220,226,142,1965,2
2998,124,12,552,131,5718,240,231,119,4200,2
3199,210,16,511,116,2096,205,253,179,934,2
2555,189,11,182,8,2135,220,249,161,1959,5
3223,55,11,228,68,655,227,216,121,1672,1
2856,16,10,351,77,1430,211,219,143,2753,2
3395,332,19,382,39,5278,171,212,178,3333,7
3204,52,20,685,137,1660,226,194,94,3167,1
3004,358,23,67,16,4531,177,190,145,2605,1
2649,354,13,306,2,1154,197,216,156,1468,2
2378,109,11,42,8,1142,240,227,116,732,3
3226,334,16,255,50,4489,181,217,174,750,1
2801,196,18,277,85,560,213,252,167,2060,2
3175,139,20,420,98,1115,246,229,101,2154,1
2962,337,17,67,10,2552,180,213,172,819,2
2816,13,24,376,59,918,189,184,124,800,2
2922,181,16,301,36,1744,224,248,152,1706,2
3132,45,3,192,4,2648,220,232,149,997,1
3266,202,15,30,7,3379,212,252,171,1544,1
2587,46,19,175,42,1615,222,195,101,1440,2
2592,54,14,162,27,297,228,209,111,1485,2
2984,298,10,421,69,2831,191,236,186,1651,2
2529,286,6,212,21,892,203,240,176,812,2
3125,225,12,295,11,2503,204,251,182,518,2
3242,29,17,192,44,1110,212,202,121,1597,1
2542,88,7,258,-5,930,231,228,129,616,2
2730,48,14,60,9,2431,224,209,116,4195,2
2588,350,24,30,14,1434,169,192,156,659,3
3161,358,6,309,-24,1587,210,228,156,924,2
3180,63,15,408,40,1001,232,207,104,2028,1
2798,17,9,30,0,1100,213,222,145,2103,2
2944,225,5,524,92,3216,213,245,169,3580,2
2936,201,7,510,60,3375,217,247,165,3713,2
3381,283,11,395,59,3902,191,241,190,2081,7
3004,135,4,551,85,5669,227,238,145,3407,2
2858,127,18,0,0,3037,247,225,100,2826,2
2510,141,29,300,131,330,247,218,77,1027,3
3288,48,14,384,75,1149,224,208,115,1793,1
2724,37,22,301,119,1092,213,187,100,1215,2
2972,330,4,150,19,1978,210,235,163,1319,2
2880,20,10,295,38,2493,213,218,141,1113,1
3105,303,20,175,62,330,161,226,204,1831,1
2950,53,19,216,13,4498,227,197,96,1095,2
2825,60,16,120,37,2079,231,205,102,2106,5
2985,25,12,216,0,4625,213,213,134,2714,2
3130,62,18,108,41,992,233,199,92,1041,1
2399,97,15,67,18,579,244,216,98,1440,6
3034,28,9,42,2,2436,217,220,138,2906,2
3043,0,1,319,35,2613,217,236,156,918,2
3302,338,3,60,-5,4581,214,235,160,4004,1
3001,306,6,560,134,5753,203,237,173,4137,2
2998,124,14,216,25,2795,242,229,114,162,1
3057,147,17,67,21,4767,241,236,118,2992,2
3099,270,16,391,100,1442,177,244,205,577,2
2577,126,6,85,0,2971,231,236,138,2335,2
2896,39,6,0,0,3845,220,227,142,2636,2
3241,56,7,750,66,4106,225,226,135,2621,1
2896,123,11,153,-1,3532,239,232,122,1749,2
3176,45,19,190,27,5170,221,194,99,1262,1
3227,63,6,324,20,4779,226,227,135,2195,1
3143,59,16,30,6,902,230,204,101,1350,1
3212,16,22,95,18,4405,196,189,123,3466,1
3037,160,7,120,42,4080,228,242,147,2490,1
2850,20,9,499,64,1935,214,221,143,1221,2
3337,53,17,800,18,3212,227,202,103,907,1
2962,264,7,295,133,2496,202,244,181,2040,2
3091,36,4,150,28,1697,220,230,147,3100,1
3210,41,5,170,15,5682,220,229,145,811,1
3182,71,14,216,23,4925,235,211,104,1339,1
2706,358,14,134,19,2205,197,212,152,2080,2
3174,231,3,210,21,1449,214,242,166,201,1
3120,33,13,693,7,2040,217,210,126,3207,1
2614,44,18,391,17,648,221,197,104,920,2
2751,24,13,228,12,1410,213,211,133,2429,2
3159,311,5,150,-6,3611,205,236,170,1442,1
2328,100,18,42,12,983,246,213,89,916,3
2748,280,8,90,29,2372,198,241,183,134,2
3112,98,3,735,58,2188,225,234,145,2402,1
3026,258,6,323,-8,2539,207,243,175,1426,2
3011,351,19,492,26,4046,184,205,157,2334,2
3127,76,26,162,38,1507,241,182,54,1421,1
2904,291,3,234,51,3349,210,239,167,2598,2
2728,27,14,210,78,1061,213,210,130,1981,2
3245,94,4,450,1,4387,225,234,144,2356,1
3103,303,18,85,24,4575,166,228,201,1276,1
2924,10,9,234,54,3062,210,221,148,2037,2
3263,131,5,210,0,1343,228,237,143,3124,2
3473,170,23,150,29,3172,229,242,131,1082,7
2942,67,2,30,0,1905,221,235,151,2524,2
3210,117,4,150,8,2424,227,236,143,1441,2
2980,102,21,127,38,3852,250,207,75,1080,2
2936,249,16,124,36,5009,184,250,202,1411,2
2402,344,16,270,58,870,187,214,165,1557,6
3096,67,18,210,13,810,235,200,90,1040,1
2842,10,23,433,-10,870,188,186,128,216,2
2935,81,17,90,-17,313,241,208,93,1198,1
3000,338,17,30,10,3287,181,214,171,1201,1
2795,94,26,309,142,323,250,191,53,1860,5
3424,349,13,799,141,2342,195,218,161,1380,1
3154,27,8,323,18,2737,217,222,141,1434,1
3018,163,11,242,10,5468,231,243,143,1839,2
2737,35,15,60,12,1239,217,206,121,2512,2
2975,67,15,0,0,4607,234,208,102,2514,1
3233,120,4,234,35,949,226,236,145,1332,2
2980,205,11,285,31,1455,213,250,171,1415,2
3346,35,19,30,0,1506,214,194,108,3449,1
3194,339,12,474,75,484,193,222,168,1640,1
3059,86,14,212,30,1260,239,216,105,2724,2
3043,51,6,90,2,3719,223,227,139,437,1
2950,102,7,210,17,2040,232,231,132,2411,2
3020,9,21,153,29,134,191,192,133,1216,2
3145,205,19,335,122,3037,205,254,177,1237,1
3098,30,14,633,23,1308,215,209,128,2714,2
2974,285,3,30,2,5520,212,239,165,2259,1
3375,278,21,255,107,5274,160,238,216,765,1
2949,6,21,242,141,270,188,193,138,779,2
3272,118,9,212,-4,3973,237,232,126,2337,1
3018,198,10,811,118,5942,217,249,166,3870,2
3237,17,13,240,34,1948,209,213,139,1250,1
2917,134,26,42,-5,404,250,218,80,1756,2
2337,93,25,300,140,624,249,193,58,1682,4
3042,297,13,306,63,2559,184,236,192,1296,2
3154,86,7,0,0,5117,230,229,132,1084,1
3019,147,11,488,0,1600,235,239,134,1451,2
2817,106,14,342,44,2283,243,222,104,2631,2
3186,124,3,30,-1,5480,225,237,146,3022,2
3191,90,7,30,-6,969,231,229,130,2790,2
2892,180,3,511,59,3664,220,241,156,3189,2
3034,176,17,420,-32,1543,227,247,147,1195,2
3036,104,2,212,40,30,222,236,150,638,1
2954,243,17,240,79,4264,184,251,203,1593,2
2989,38,16,589,108,1734,218,203,115,2992,2
2802,263,18,234,85,2287,173,246,210,309,2
2878,271,11,85,5,1195,191,244,192,2155,2
2439,21,10,42,7,815,214,219,141,1345,3
3053,19,11,395,8,1902,212,217,141,1329,2
3284,85,9,30,4,732,233,225,124,792,1
2812,82,3,268,24,1099,224,233,144,1261,2
3219,315,15,564,-27,2892,179,227,187,95,2
2766,139,20,42,15,518,246,229,101,2754,2
3067,165,21,272,52,1773,233,241,129,1095,1
2743,199,29,30,-1,3065,196,250,171,1871,2
2350,272,22,335,97,366,155,240,221,660,3
3434,325,20,731,142,2559,166,214,185,1332,1
3036,344,8,295,60,2448,205,228,162,1087,2
2871,150,24,150,58,805,242,231,104,1050,2
3182,63,15,218,34,5553,232,209,106,2292,2
3219,147,17,108,13,1806,241,236,118,1794,1
3077,259,15,201,23,2885,182,247,203,466,1
3062,61,5,30,4,966,224,229,141,1648,1
2561,327,8,150,37,636,200,231,170,1273,2
3304,225,8,150,9,1215,210,248,174,1481,1
2496,52,5,150,-8,870,223,228,141,4888,2
2676,110,6,175,-3,618,230,234,138,1176,2
2828,86,7,153,29,1092,230,229,132,2278,2
3077,53,18,247,-17,1663,227,197,97,3118,1
3011,76,10,0,0,2640,233,220,118,2166,1
2944,57,16,120,48,5608,229,206,105,1273,2
3207,117,4,120,5,2405,227,236,143,1456,2
3275,115,10,124,1,1131,237,231,123,3251,2
3090,104,16,277,-19,1114,246,217,95,990,1
3305,211,11,210,26,3200,212,250,173,1465,1
3259,169,10,216,59,2907,228,244,148,218,1
3396,301,11,134,23,2342,189,235,186,2532,7
